"SECONDS";"PID";"VALUE";"UNITS"
"36522.627482";"Fuel used";"0.336184222512654";"L"
"36522.627482";"Fuel used (total)";"0.392832462165752";"L"
"36522.627482";"Fuel used price";"0.339546064737781";"$"
"36522.627482";"Fuel used price (total)";"0.06";"$"
"36522.627482";"Instant engine power (based on fuel consumption)";"14.8606991254322";"hp"
"36522.627482";"MAF air flow rate";"14.83";"g/sec"
"36522.911482";"Average speed";"68.62682483368";"km/h"
"36522.911482";"Calculated instant fuel consumption";"6.97918590582247";"L/100km"
"36522.911482";"Distance travelled";"4.05393024177778";"km"
"36522.911482";"Distance travelled (total)";"4.05393024177778";"km"
"36522.911482";"Vehicle speed";"74";"km/h"
"36523.195482";"Engine RPM";"1705";"rpm"
"36523.468482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.12890625";"mA"
"36523.468482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.2898112";""
"36524.022482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36524.022482";"Throttle position";"18.8235294117647";"%"
"36524.305482";"Average fuel consumption";"8.33525281169313";"L/100km"
"36524.305482";"Average fuel consumption (total)";"9.73261873252988";"L/100km"
"36524.305482";"Calculated boost";"-0.487138580282821";"bar"
"36524.305482";"Calculated instant fuel rate";"3.69263964017042";"L/h"
"36524.305482";"Fuel used";"0.33790533446186";"L"
"36524.305482";"Fuel used (total)";"0.394553574114958";"L"
"36524.305482";"Fuel used price";"0.341284387806479";"$"
"36524.305482";"Fuel used price (total)";"0.06";"$"
"36524.305482";"Instant engine power (based on fuel consumption)";"10.6252628446204";"hp"
"36524.305482";"MAF air flow rate";"10.7";"g/sec"
"36524.578482";"Average speed";"68.6763866847716";"km/h"
"36524.578482";"Calculated instant fuel consumption";"4.92351952022723";"L/100km"
"36524.578482";"Distance travelled";"4.08865411052778";"km"
"36524.578482";"Distance travelled (total)";"4.08865411052778";"km"
"36524.578482";"Vehicle speed";"75";"km/h"
"36524.861482";"Engine RPM";"1741";"rpm"
"36525.143482";"Oxygen sensor 1 Wide Range Current (mA)";"0.00390625";"mA"
"36525.143482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.777616";""
"36525.699482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36525.699482";"Throttle position";"27.843137254902";"%"
"36525.982482";"Average fuel consumption";"8.37867262229937";"L/100km"
"36525.982482";"Average fuel consumption (total)";"9.76417108026958";"L/100km"
"36525.982482";"Calculated boost";"0.433735034761663";"bar"
"36525.982482";"Calculated instant fuel rate";"10.0281250251676";"L/h"
"36525.982482";"Fuel used";"0.342574942579309";"L"
"36525.982482";"Fuel used (total)";"0.399223182232406";"L"
"36525.982482";"Fuel used price";"0.346000692005102";"$"
"36525.982482";"Fuel used price (total)";"0.06";"$"
"36525.982482";"Instant engine power (based on fuel consumption)";"28.8550940828345";"hp"
"36525.982482";"MAF air flow rate";"30.05";"g/sec"
"36526.261482";"Average speed";"68.7412369574842";"km/h"
"36526.261482";"Calculated instant fuel consumption";"13.0235389937242";"L/100km"
"36526.261482";"Distance travelled";"4.12465059027778";"km"
"36526.261482";"Distance travelled (total)";"4.12465059027778";"km"
"36526.261482";"Vehicle acceleration";"0.37393116450765";"m_sec2"
"36526.261482";"Vehicle speed";"77";"km/h"
"36526.543482";"Engine RPM";"1805";"rpm"
"36526.820482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.1484375";"mA"
"36526.820482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.2324224";""
"36527.378482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36527.378482";"Throttle position";"20.3921568627451";"%"
"36527.653482";"Average fuel consumption";"8.35384111059295";"L/100km"
"36527.653482";"Average fuel consumption (total)";"9.72724810382101";"L/100km"
"36527.653482";"Calculated boost";"-0.438258039130751";"bar"
"36527.653482";"Calculated instant fuel rate";"4.28964606857934";"L/h"
"36527.653482";"Fuel used";"0.34456675667894";"L"
"36527.653482";"Fuel used (total)";"0.401214996332037";"L"
"36527.653482";"Fuel used price";"0.348012424245729";"$"
"36527.653482";"Fuel used price (total)";"0.06";"$"
"36527.653482";"Instant engine power (based on fuel consumption)";"12.3430990918313";"hp"
"36527.653482";"MAF air flow rate";"12.38";"g/sec"
"36527.925482";"Average speed";"68.8196965613995";"km/h"
"36527.925482";"Calculated instant fuel consumption";"5.42993173237891";"L/100km"
"36527.925482";"Distance travelled";"4.16118333491667";"km"
"36527.925482";"Distance travelled (total)";"4.16118333491667";"km"
"36527.925482";"Vehicle acceleration";"0.331993617907406";"m_sec2"
"36527.925482";"Vehicle speed";"79";"km/h"
"36528.210482";"Engine RPM";"1827";"rpm"
"36528.489482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.03515625";"mA"
"36528.489482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.6054496";""
"36529.045482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36529.045482";"Throttle position";"16.078431372549";"%"
"36529.317482";"Average fuel consumption";"8.30397925342855";"L/100km"
"36529.317482";"Average fuel consumption (total)";"9.66532854024703";"L/100km"
"36529.317482";"Calculated boost";"-0.7260039137206";"bar"
"36529.317482";"Calculated instant fuel rate";"2.11367905283192";"L/h"
"36529.317482";"Fuel used";"0.345543800828606";"L"
"36529.317482";"Fuel used (total)";"0.402192040481704";"L"
"36529.317482";"Fuel used price";"0.348999238836892";"$"
"36529.317482";"Fuel used price (total)";"0.06";"$"
"36529.317482";"Instant engine power (based on fuel consumption)";"6.08193533460278";"hp"
"36529.317482";"MAF air flow rate";"6.26";"g/sec"
"36529.601482";"Average speed";"68.8898357588623";"km/h"
"36529.601482";"Calculated instant fuel consumption";"2.7098449395281";"L/100km"
"36529.601482";"Distance travelled";"4.19749403791667";"km"
"36529.601482";"Distance travelled (total)";"4.19749403791667";"km"
"36529.601482";"Vehicle speed";"78";"km/h"
"36529.885482";"Engine RPM";"1770";"rpm"
"36530.157482";"Oxygen sensor 1 Wide Range Current (mA)";"2.453125";"mA"
"36530.157482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36530.724482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36530.724482";"Throttle position";"15.6862745098039";"%"
"36531.001482";"Average fuel consumption";"8.23214512533553";"L/100km"
"36531.001482";"Average fuel consumption (total)";"9.58171796907002";"L/100km"
"36531.001482";"Calculated boost";"-0.73048907151443";"bar"
"36531.001482";"Calculated instant fuel rate";"0";"L/h"
"36531.001482";"Fuel used";"0.345543800828606";"L"
"36531.001482";"Fuel used (total)";"0.402192040481704";"L"
"36531.001482";"Fuel used price";"0.348999238836892";"$"
"36531.001482";"Fuel used price (total)";"0.06";"$"
"36531.001482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36531.001482";"MAF air flow rate";"5.97";"g/sec"
"36531.285482";"Average speed";"68.936363098657";"km/h"
"36531.285482";"Calculated instant fuel consumption";"0";"L/100km"
"36531.285482";"Distance travelled";"4.2325588275";"km"
"36531.285482";"Distance travelled (total)";"4.2325588275";"km"
"36531.285482";"Vehicle speed";"75";"km/h"
"36531.568482";"Engine RPM";"1670";"rpm"
"36531.863482";"Oxygen sensor 1 Wide Range Current (mA)";"2.59765625";"mA"
"36531.863482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36532.418482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36532.418482";"Throttle position";"15.2941176470588";"%"
"36532.691482";"Average fuel consumption";"8.1639456156763";"L/100km"
"36532.691482";"Average fuel consumption (total)";"9.50233787345284";"L/100km"
"36532.691482";"Calculated boost";"-0.750705120805247";"bar"
"36532.691482";"Calculated instant fuel rate";"0";"L/h"
"36532.691482";"Fuel used";"0.345543800828606";"L"
"36532.691482";"Fuel used (total)";"0.402192040481704";"L"
"36532.691482";"Fuel used price";"0.348999238836892";"$"
"36532.691482";"Fuel used price (total)";"0.06";"$"
"36532.691482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36532.691482";"MAF air flow rate";"5.23";"g/sec"
"36532.964482";"Average speed";"68.8463470540137";"km/h"
"36532.964482";"Calculated instant fuel consumption";"0";"L/100km"
"36532.964482";"Distance travelled";"4.25915155366666";"km"
"36532.964482";"Distance travelled (total)";"4.25915155366666";"km"
"36532.964482";"Vehicle acceleration";"-0.82878060114487";"m_sec2"
"36532.964482";"Vehicle speed";"57";"km/h"
"36533.247482";"Engine RPM";"1230";"rpm"
"36533.521482";"Oxygen sensor 1 Wide Range Current (mA)";"2.52734375";"mA"
"36533.521482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36534.076482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36534.076482";"Throttle position";"14.5098039215686";"%"
"36534.349482";"Average fuel consumption";"8.11297265369979";"L/100km"
"36534.349482";"Average fuel consumption (total)";"9.44300843522369";"L/100km"
"36534.349482";"Calculated boost";"-0.710630999198922";"bar"
"36534.349482";"Calculated instant fuel rate";"0";"L/h"
"36534.349482";"Fuel used";"0.345543800828606";"L"
"36534.349482";"Fuel used (total)";"0.402192040481704";"L"
"36534.349482";"Fuel used price";"0.348999238836892";"$"
"36534.349482";"Fuel used price (total)";"0.06";"$"
"36534.349482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36534.349482";"MAF air flow rate";"4.44";"g/sec"
"36534.622482";"Average speed";"68.6183656488854";"km/h"
"36534.622482";"Calculated instant fuel consumption";"0";"L/100km"
"36534.622482";"Distance travelled";"4.27665580822222";"km"
"36534.622482";"Distance travelled (total)";"4.27665580822222";"km"
"36534.622482";"Vehicle acceleration";"-1.70063721864496";"m_sec2"
"36534.622482";"Vehicle speed";"38";"km/h"
"36534.897482";"Engine RPM";"1005";"rpm"
"36535.181482";"Oxygen sensor 1 Wide Range Current (mA)";"2.04296875";"mA"
"36535.181482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36535.726482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36535.726482";"Throttle position";"14.1176470588235";"%"
"36536.002482";"Average fuel consumption";"8.07976644190702";"L/100km"
"36536.002482";"Average fuel consumption (total)";"9.40435841735163";"L/100km"
"36536.002482";"Calculated boost";"-0.664568782053995";"bar"
"36536.002482";"Calculated instant fuel rate";"0";"L/h"
"36536.002482";"Fuel used";"0.345543800828606";"L"
"36536.002482";"Fuel used (total)";"0.402192040481704";"L"
"36536.002482";"Fuel used price";"0.348999238836892";"$"
"36536.002482";"Fuel used price (total)";"0.06";"$"
"36536.002482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36536.002482";"MAF air flow rate";"4.18";"g/sec"
"36536.286482";"Average speed";"68.3194128283903";"km/h"
"36536.286482";"Calculated instant fuel consumption";"0";"L/100km"
"36536.286482";"Distance travelled";"4.28959508811111";"km"
"36536.286482";"Distance travelled (total)";"4.28959508811111";"km"
"36536.286482";"Vehicle acceleration";"-2.07774849083237";"m_sec2"
"36536.286482";"Vehicle speed";"28";"km/h"
"36536.570482";"Engine RPM";"1015";"rpm"
"36536.844482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.20703125";"mA"
"36536.844482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.0459088";""
"36537.389482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36537.389482";"Throttle position";"14.1176470588235";"%"
"36537.660482";"Average fuel consumption";"8.05539436079417";"L/100km"
"36537.660482";"Average fuel consumption (total)";"9.37599079214738";"L/100km"
"36537.660482";"Calculated boost";"-0.66304838171176";"bar"
"36537.660482";"Calculated instant fuel rate";"0";"L/h"
"36537.660482";"Fuel used";"0.345543800828606";"L"
"36537.660482";"Fuel used (total)";"0.402192040481704";"L"
"36537.660482";"Fuel used price";"0.348999238836892";"$"
"36537.660482";"Fuel used price (total)";"0.06";"$"
"36537.660482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36537.660482";"MAF air flow rate";"4.24";"g/sec"
"36537.935482";"Average speed";"67.9260281411051";"km/h"
"36537.935482";"Calculated instant fuel consumption";"0";"L/100km"
"36537.935482";"Distance travelled";"4.29600746922222";"km"
"36537.935482";"Distance travelled (total)";"4.29600746922222";"km"
"36537.935482";"Vehicle acceleration";"-2.5479070260339";"m_sec2"
"36537.935482";"Vehicle speed";"14";"km/h"
"36538.218482";"Engine RPM";"749";"rpm"
"36538.501482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.3046875";"mA"
"36538.501482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.773312";""
"36539.067482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36539.067482";"Throttle position";"15.2941176470588";"%"
"36539.339482";"Average fuel consumption";"8.06516789733449";"L/100km"
"36539.339482";"Average fuel consumption (total)";"9.38379315715867";"L/100km"
"36539.339482";"Calculated boost";"-0.340486221259079";"bar"
"36539.339482";"Calculated instant fuel rate";"2.00864929398663";"L/h"
"36539.339482";"Fuel used";"0.346480215274802";"L"
"36539.339482";"Fuel used (total)";"0.4031284549279";"L"
"36539.339482";"Fuel used price";"0.34994501742755";"$"
"36539.339482";"Fuel used price (total)";"0.06";"$"
"36539.339482";"Instant engine power (based on fuel consumption)";"5.77972095600535";"hp"
"36539.339482";"MAF air flow rate";"5.61";"g/sec"
"36539.612482";"Average speed";"67.4513883499226";"km/h"
"36539.612482";"Calculated instant fuel consumption";"66.9549764662209";"L/100km"
"36539.612482";"Distance travelled";"4.29740474330555";"km"
"36539.612482";"Distance travelled (total)";"4.29740474330555";"km"
"36539.612482";"Vehicle acceleration";"-2.25646873173671";"m_sec2"
"36539.612482";"Vehicle speed";"3";"km/h"
"36539.886482";"Engine RPM";"769";"rpm"
"36540.170482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.4921875";"mA"
"36540.170482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.2568128";""
"36540.734482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36540.734482";"Throttle position";"15.2941176470588";"%"
"36541.006482";"Average fuel consumption";"8.08720780859993";"L/100km"
"36541.006482";"Average fuel consumption (total)";"9.40540432572678";"L/100km"
"36541.006482";"Calculated boost";"-0.29490953139521";"bar"
"36541.006482";"Calculated instant fuel rate";"2.28778723670954";"L/h"
"36541.006482";"Fuel used";"0.347540051967751";"L"
"36541.006482";"Fuel used (total)";"0.404188291620848";"L"
"36541.006482";"Fuel used price";"0.351015452487428";"$"
"36541.006482";"Fuel used price (total)";"0.06";"$"
"36541.006482";"Instant engine power (based on fuel consumption)";"6.58291712469531";"hp"
"36541.006482";"MAF air flow rate";"6.15";"g/sec"
"36541.289482";"Average speed";"66.9615270076116";"km/h"
"36541.289482";"Distance travelled";"4.29740474330555";"km"
"36541.289482";"Distance travelled (total)";"4.29740474330555";"km"
"36541.289482";"Vehicle acceleration";"-1.58339020870963";"m_sec2"
"36541.289482";"Vehicle speed";"0";"km/h"
"36541.574482";"Engine RPM";"742";"rpm"
"36541.858482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.53125";"mA"
"36541.858482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.1563824";""
"36542.403482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36542.403482";"Throttle position";"15.6862745098039";"%"
"36542.675482";"Average fuel consumption";"8.1114651131874";"L/100km"
"36542.675482";"Average fuel consumption (total)";"9.42966163031424";"L/100km"
"36542.675482";"Calculated boost";"-0.286928495355882";"bar"
"36542.675482";"Calculated instant fuel rate";"2.24902562089488";"L/h"
"36542.675482";"Fuel used";"0.348582486525691";"L"
"36542.675482";"Fuel used (total)";"0.405230726178788";"L"
"36542.675482";"Fuel used price";"0.352068311390948";"$"
"36542.675482";"Fuel used price (total)";"0.06";"$"
"36542.675482";"Instant engine power (based on fuel consumption)";"6.47138380532326";"hp"
"36542.675482";"MAF air flow rate";"6";"g/sec"
"36542.948482";"Average speed";"66.4842227527818";"km/h"
"36542.948482";"Distance travelled";"4.29740474330555";"km"
"36542.948482";"Distance travelled (total)";"4.29740474330555";"km"
"36542.948482";"Vehicle acceleration";"-1.16745106536297";"m_sec2"
"36542.948482";"Vehicle speed";"0";"km/h"
"36543.222482";"Engine RPM";"750";"rpm"
"36543.511482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.45703125";"mA"
"36543.511482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.342896";""
"36544.056482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36544.056482";"Throttle position";"15.2941176470588";"%"
"36544.339482";"Average fuel consumption";"8.13544310522942";"L/100km"
"36544.339482";"Average fuel consumption (total)";"9.45363962235626";"L/100km"
"36544.339482";"Calculated boost";"-0.291083054362447";"bar"
"36544.339482";"Calculated instant fuel rate";"2.22867556648646";"L/h"
"36544.339482";"Fuel used";"0.349612917893054";"L"
"36544.339482";"Fuel used (total)";"0.406261157546151";"L"
"36544.339482";"Fuel used price";"0.353109047071984";"$"
"36544.339482";"Fuel used price (total)";"0.06";"$"
"36544.339482";"Instant engine power (based on fuel consumption)";"6.41282821960091";"hp"
"36544.339482";"MAF air flow rate";"6.03";"g/sec"
"36544.623482";"Average speed";"66.0091521941102";"km/h"
"36544.623482";"Distance travelled";"4.29740474330555";"km"
"36544.623482";"Distance travelled (total)";"4.29740474330555";"km"
"36544.623482";"Vehicle acceleration";"-0.581468656387284";"m_sec2"
"36544.623482";"Vehicle speed";"0";"km/h"
"36544.909482";"Engine RPM";"700";"rpm"
"36545.191482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.4140625";"mA"
"36545.191482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.4576736";""
"36545.757482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36545.757482";"Throttle position";"14.9019607843137";"%"
"36546.040482";"Average fuel consumption";"8.15469514915007";"L/100km"
"36546.040482";"Average fuel consumption (total)";"9.47289166627691";"L/100km"
"36546.040482";"Calculated boost";"-0.399895700044864";"bar"
"36546.040482";"Calculated instant fuel rate";"1.75161052648253";"L/h"
"36546.040482";"Fuel used";"0.350440256141683";"L"
"36546.040482";"Fuel used (total)";"0.407088495794781";"L"
"36546.040482";"Fuel used price";"0.3539446587031";"$"
"36546.040482";"Fuel used price (total)";"0.06";"$"
"36546.040482";"Instant engine power (based on fuel consumption)";"5.0401133224096";"hp"
"36546.040482";"MAF air flow rate";"4.78";"g/sec"
"36546.314482";"Average speed";"65.5362987427754";"km/h"
"36546.314482";"Distance travelled";"4.29740474330555";"km"
"36546.314482";"Distance travelled (total)";"4.29740474330555";"km"
"36546.314482";"Vehicle acceleration";"-0.124336089421799";"m_sec2"
"36546.314482";"Vehicle speed";"0";"km/h"
"36546.587482";"Engine RPM";"651";"rpm"
"36546.862482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.44921875";"mA"
"36546.862482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.3715904";""
"36547.419482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36547.419482";"Throttle position";"14.9019607843137";"%"
"36547.697482";"Average fuel consumption";"8.17476103498882";"L/100km"
"36547.697482";"Average fuel consumption (total)";"9.49295755211566";"L/100km"
"36547.697482";"Calculated boost";"-0.312336731504006";"bar"
"36547.697482";"Calculated instant fuel rate";"1.87352843192987";"L/h"
"36547.697482";"Fuel used";"0.351302568471504";"L"
"36547.697482";"Fuel used (total)";"0.407950808124601";"L"
"36547.697482";"Fuel used price";"0.354815594156219";"$"
"36547.697482";"Fuel used price (total)";"0.06";"$"
"36547.697482";"Instant engine power (based on fuel consumption)";"5.39092193550888";"hp"
"36547.697482";"MAF air flow rate";"5.08";"g/sec"
"36547.969482";"Average speed";"65.0799794766066";"km/h"
"36547.969482";"Distance travelled";"4.29740474330555";"km"
"36547.969482";"Distance travelled (total)";"4.29740474330555";"km"
"36547.969482";"Vehicle acceleration";"0";"m_sec2"
"36547.969482";"Vehicle speed";"0";"km/h"
"36548.249482";"Engine RPM";"649";"rpm"
"36548.534482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.16796875";"mA"
"36548.534482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.1750336";""
"36549.080482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36549.080482";"Throttle position";"14.5098039215686";"%"
"36549.352482";"Average fuel consumption";"8.19344458233121";"L/100km"
"36549.352482";"Average fuel consumption (total)";"9.51164109945805";"L/100km"
"36549.352482";"Calculated boost";"-0.318480766985466";"bar"
"36549.352482";"Calculated instant fuel rate";"1.74646248341603";"L/h"
"36549.352482";"Fuel used";"0.352105476121213";"L"
"36549.352482";"Fuel used (total)";"0.408753715774311";"L"
"36549.352482";"Fuel used price";"0.355626530882425";"$"
"36549.352482";"Fuel used price (total)";"0.06";"$"
"36549.352482";"Instant engine power (based on fuel consumption)";"5.02530025748934";"hp"
"36549.352482";"MAF air flow rate";"5.02";"g/sec"
"36549.625482";"Average speed";"64.6296495926265";"km/h"
"36549.625482";"Distance travelled";"4.29740474330555";"km"
"36549.625482";"Distance travelled (total)";"4.29740474330555";"km"
"36549.625482";"Vehicle acceleration";"0";"m_sec2"
"36549.625482";"Vehicle speed";"0";"km/h"
"36549.910482";"Engine RPM";"660";"rpm"
"36550.195482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.03515625";"mA"
"36550.195482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.6054496";""
"36550.740482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36550.740482";"Throttle position";"14.9019607843137";"%"
"36551.013482";"Average fuel consumption";"8.21110045708481";"L/100km"
"36551.013482";"Average fuel consumption (total)";"9.52929697421165";"L/100km"
"36551.013482";"Calculated boost";"-0.350474290431388";"bar"
"36551.013482";"Calculated instant fuel rate";"1.64434776154815";"L/h"
"36551.013482";"Fuel used";"0.352864220520346";"L"
"36551.013482";"Fuel used (total)";"0.409512460173444";"L"
"36551.013482";"Fuel used price";"0.35639286272555";"$"
"36551.013482";"Fuel used price (total)";"0.06";"$"
"36551.013482";"Instant engine power (based on fuel consumption)";"4.73147365487468";"hp"
"36551.013482";"MAF air flow rate";"4.87";"g/sec"
"36551.288482";"Average speed";"64.1839495928055";"km/h"
"36551.288482";"Distance travelled";"4.29740474330555";"km"
"36551.288482";"Distance travelled (total)";"4.29740474330555";"km"
"36551.288482";"Vehicle acceleration";"0";"m_sec2"
"36551.288482";"Vehicle speed";"0";"km/h"
"36551.562482";"Engine RPM";"655";"rpm"
"36551.847482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.05859375";"mA"
"36551.847482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.5193664";""
"36552.402482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36552.402482";"Throttle position";"14.9019607843137";"%"
"36554.298482";"Average fuel consumption";"8.24651630255935";"L/100km"
"36554.298482";"Average fuel consumption (total)";"9.56471281968619";"L/100km"
"36554.298482";"Calculated boost";"-0.339929635585358";"bar"
"36554.298482";"Calculated instant fuel rate";"1.66768287011043";"L/h"
"36554.298482";"Fuel used";"0.354386182743651";"L"
"36554.298482";"Fuel used (total)";"0.411034422396749";"L"
"36554.298482";"Fuel used price";"0.357930044571088";"$"
"36554.298482";"Fuel used price (total)";"0.06";"$"
"36554.298482";"Instant engine power (based on fuel consumption)";"4.79861848517026";"hp"
"36554.298482";"MAF air flow rate";"4.91";"g/sec"
"36554.573482";"Average speed";"63.3207732775718";"km/h"
"36554.573482";"Distance travelled";"4.29740474330555";"km"
"36554.573482";"Distance travelled (total)";"4.29740474330555";"km"
"36554.573482";"Vehicle acceleration";"0";"m_sec2"
"36554.573482";"Vehicle speed";"0";"km/h"
"36554.864482";"Engine RPM";"1042";"rpm"
"36555.147482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.0390625";"mA"
"36555.147482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.5911024";""
"36555.703482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36555.703482";"Throttle position";"25.8823529411765";"%"
"36555.975482";"Average fuel consumption";"8.35569155163853";"L/100km"
"36555.975482";"Average fuel consumption (total)";"9.67388806876538";"L/100km"
"36555.975482";"Calculated boost";"1.38510016450359";"bar"
"36555.975482";"Calculated instant fuel rate";"10.0751961810701";"L/h"
"36555.975482";"Fuel used";"0.359077885076096";"L"
"36555.975482";"Fuel used (total)";"0.415726124729193";"L"
"36555.975482";"Fuel used price";"0.362668663926857";"$"
"36555.975482";"Fuel used price (total)";"0.06";"$"
"36555.975482";"Instant engine power (based on fuel consumption)";"28.9905374113473";"hp"
"36555.975482";"MAF air flow rate";"29.81";"g/sec"
"36556.249482";"Average speed";"62.9848507054183";"km/h"
"36556.249482";"Calculated instant fuel consumption";"71.9656870076433";"L/100km"
"36556.249482";"Distance travelled";"4.30392048836111";"km"
"36556.249482";"Distance travelled (total)";"4.30392048836111";"km"
"36556.249482";"Vehicle acceleration";"0.469687268702924";"m_sec2"
"36556.249482";"Vehicle speed";"14";"km/h"
"36556.534482";"Engine RPM";"2651";"rpm"
"36556.819482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.08203125";"mA"
"36556.819482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4332832";""
"36557.369482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36557.369482";"Throttle position";"30.9803921568627";"%"
"36557.642482";"Average fuel consumption";"8.48796241040854";"L/100km"
"36557.642482";"Average fuel consumption (total)";"9.80416329762959";"L/100km"
"36557.642482";"Calculated boost";"0.233028323540301";"bar"
"36557.642482";"Calculated instant fuel rate";"13.4654521939614";"L/h"
"36557.642482";"Fuel used";"0.365315153225963";"L"
"36557.642482";"Fuel used (total)";"0.42196339287906";"L"
"36557.642482";"Fuel used price";"0.368968304758222";"$"
"36557.642482";"Fuel used price (total)";"0.06";"$"
"36557.642482";"Instant engine power (based on fuel consumption)";"38.7457165671079";"hp"
"36557.642482";"MAF air flow rate";"39.41";"g/sec"
"36557.915482";"Average speed";"62.7494435472143";"km/h"
"36557.915482";"Calculated instant fuel consumption";"48.0909006927195";"L/100km"
"36557.915482";"Distance travelled";"4.31688211847222";"km"
"36557.915482";"Distance travelled (total)";"4.31688211847222";"km"
"36557.915482";"Vehicle acceleration";"0.938215997025051";"m_sec2"
"36557.915482";"Vehicle speed";"28";"km/h"
"36558.201482";"Engine RPM";"2670";"rpm"
"36558.486482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.04296875";"mA"
"36558.486482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.562408";""
"36559.042482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36559.042482";"Throttle position";"34.9019607843137";"%"
"36559.325482";"Average fuel consumption";"8.62725474725525";"L/100km"
"36559.325482";"Average fuel consumption (total)";"9.93950368290944";"L/100km"
"36559.325482";"Calculated boost";"0.397478666731678";"bar"
"36559.325482";"Calculated instant fuel rate";"15.2153821496916";"L/h"
"36559.325482";"Fuel used";"0.372428417499308";"L"
"36559.325482";"Fuel used (total)";"0.429076657152405";"L"
"36559.325482";"Fuel used price";"0.376152701674301";"$"
"36559.325482";"Fuel used price (total)";"0.06";"$"
"36559.325482";"Instant engine power (based on fuel consumption)";"43.7809941872251";"hp"
"36559.325482";"MAF air flow rate";"44.93";"g/sec"
"36559.609482";"Average speed";"62.5880983681904";"km/h"
"36559.609482";"Calculated instant fuel consumption";"39.0138003838246";"L/100km"
"36559.609482";"Distance travelled";"4.33523431488889";"km"
"36559.609482";"Distance travelled (total)";"4.33523431488889";"km"
"36559.609482";"Vehicle acceleration";"1.30180679327006";"m_sec2"
"36559.609482";"Vehicle speed";"39";"km/h"
"36559.889482";"Engine RPM";"2452";"rpm"
"36560.171482";"Oxygen sensor 1 Wide Range Current (mA)";"0.01171875";"mA"
