"SECONDS";"PID";"VALUE";"UNITS"
"36706.145482";"Fuel used price (total)";"0.06";"$"
"36706.145482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36706.145482";"MAF air flow rate";"4.8";"g/sec"
"36706.428482";"Average speed";"55.229510775563";"km/h"
"36706.428482";"Calculated instant fuel consumption";"0";"L/100km"
"36706.428482";"Distance travelled";"5.41163030227778";"km"
"36706.428482";"Distance travelled (total)";"5.41163030227778";"km"
"36706.428482";"Vehicle speed";"36";"km/h"
"36706.713482";"Engine RPM";"1396";"rpm"
"36707.007482";"Oxygen sensor 1 Wide Range Current (mA)";"0.46484375";"mA"
"36707.007482";"Oxygen sensor 1 Wide Range Equivalence ratio";"18.4074576";""
"36707.552482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36707.552482";"Throttle position";"18.8235294117647";"%"
"36707.836482";"Average fuel consumption";"8.52505236288565";"L/100km"
"36707.836482";"Average fuel consumption (total)";"9.57183931042074";"L/100km"
"36707.836482";"Calculated boost";"-0.379092936445662";"bar"
"36707.836482";"Calculated instant fuel rate";"0";"L/h"
"36707.836482";"Fuel used";"0.461344316954968";"L"
"36707.836482";"Fuel used (total)";"0.517992556608065";"L"
"36707.836482";"Fuel used price";"0.465957760124517";"$"
"36707.836482";"Fuel used price (total)";"0.06";"$"
"36707.836482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36707.836482";"MAF air flow rate";"10.56";"g/sec"
"36708.119482";"Average speed";"55.1377749202973";"km/h"
"36708.119482";"Calculated instant fuel consumption";"0";"L/100km"
"36708.119482";"Distance travelled";"5.42853891527778";"km"
"36708.119482";"Distance travelled (total)";"5.42853891527778";"km"
"36708.119482";"Vehicle acceleration";"0";"m_sec2"
"36708.119482";"Vehicle speed";"36";"km/h"
"36708.405482";"Engine RPM";"1444";"rpm"
"36708.679482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.41015625";"mA"
"36708.679482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.486368";""
"36709.234482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36709.234482";"Throttle position";"16.078431372549";"%"
"36709.517482";"Average fuel consumption";"8.51504520490053";"L/100km"
"36709.517482";"Average fuel consumption (total)";"9.55857165902007";"L/100km"
"36709.517482";"Calculated boost";"-0.707872605596502";"bar"
"36709.517482";"Calculated instant fuel rate";"1.92340339722283";"L/h"
"36709.517482";"Fuel used";"0.46224254260152";"L"
"36709.517482";"Fuel used (total)";"0.518890782254617";"L"
"36709.517482";"Fuel used price";"0.466864968027535";"$"
"36709.517482";"Fuel used price (total)";"0.06";"$"
"36709.517482";"Instant engine power (based on fuel consumption)";"5.53443299189226";"hp"
"36709.517482";"MAF air flow rate";"5.26";"g/sec"
"36709.790482";"Average speed";"55.0479610289048";"km/h"
"36709.790482";"Calculated instant fuel consumption";"5.34278721450786";"L/100km"
"36709.790482";"Distance travelled";"5.44525097727778";"km"
"36709.790482";"Distance travelled (total)";"5.44525097727778";"km"
"36709.790482";"Vehicle acceleration";"-0.2071040043488";"m_sec2"
"36709.790482";"Vehicle speed";"36";"km/h"
"36710.065482";"Engine RPM";"1339";"rpm"
"36710.347482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.265625";"mA"
"36710.347482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.8737424";""
"36710.897482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36710.897482";"Throttle position";"16.078431372549";"%"
"36711.169482";"Average fuel consumption";"8.50787976848824";"L/100km"
"36711.169482";"Average fuel consumption (total)";"9.54820352747533";"L/100km"
"36711.169482";"Calculated boost";"-0.616934126526937";"bar"
"36711.169482";"Calculated instant fuel rate";"2.25003733355784";"L/h"
"36711.169482";"Fuel used";"0.463275406239224";"L"
"36711.169482";"Fuel used (total)";"0.519923645892322";"L"
"36711.169482";"Fuel used price";"0.467908160301616";"$"
"36711.169482";"Fuel used price (total)";"0.06";"$"
"36711.169482";"Instant engine power (based on fuel consumption)";"6.47429492420156";"hp"
"36711.169482";"MAF air flow rate";"6.33";"g/sec"
"36711.443482";"Average speed";"54.950737301412";"km/h"
"36711.443482";"Calculated instant fuel consumption";"6.61775686340542";"L/100km"
"36711.443482";"Distance travelled";"5.46085828722222";"km"
"36711.443482";"Distance travelled (total)";"5.46085828722222";"km"
"36711.443482";"Vehicle acceleration";"-0.249200144787278";"m_sec2"
"36711.443482";"Vehicle speed";"34";"km/h"
"36711.726482";"Engine RPM";"1277";"rpm"
"36712.010482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.30859375";"mA"
"36712.010482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.7589648";""
"36712.575482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36712.575482";"Throttle position";"14.5098039215686";"%"
"36712.849482";"Average fuel consumption";"8.49716121121729";"L/100km"
"36712.849482";"Average fuel consumption (total)";"9.53451169118942";"L/100km"
"36712.849482";"Calculated boost";"-0.721768895078053";"bar"
"36712.849482";"Calculated instant fuel rate";"1.59139082985072";"L/h"
"36712.849482";"Fuel used";"0.464017932181391";"L"
"36712.849482";"Fuel used (total)";"0.520666171834489";"L"
"36712.849482";"Fuel used price";"0.468658111503205";"$"
"36712.849482";"Fuel used price (total)";"0.06";"$"
"36712.849482";"Instant engine power (based on fuel consumption)";"4.57909449699297";"hp"
"36712.849482";"MAF air flow rate";"4.44";"g/sec"
"36713.122482";"Average speed";"54.8388681936859";"km/h"
"36713.122482";"Calculated instant fuel consumption";"5.13351880597008";"L/100km"
"36713.122482";"Distance travelled";"5.47531512344444";"km"
"36713.122482";"Distance travelled (total)";"5.47531512344444";"km"
"36713.122482";"Vehicle acceleration";"-0.207500568190506";"m_sec2"
"36713.122482";"Vehicle speed";"31";"km/h"
"36713.396482";"Engine RPM";"1094";"rpm"
"36713.681482";"Oxygen sensor 1 Wide Range Current (mA)";"1.3359375";"mA"
"36713.681482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36714.247482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36714.247482";"Throttle position";"13.7254901960784";"%"
"36714.520482";"Average fuel consumption";"8.474725595145";"L/100km"
"36714.520482";"Average fuel consumption (total)";"9.50933709011702";"L/100km"
"36714.520482";"Calculated boost";"-0.660750225115598";"bar"
"36714.520482";"Calculated instant fuel rate";"0";"L/h"
"36714.520482";"Fuel used";"0.464017932181391";"L"
"36714.520482";"Fuel used (total)";"0.520666171834489";"L"
"36714.520482";"Fuel used price";"0.468658111503205";"$"
"36714.520482";"Fuel used price (total)";"0.06";"$"
"36714.520482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36714.520482";"MAF air flow rate";"4.6";"g/sec"
"36714.793482";"Average speed";"54.7054194822012";"km/h"
"36714.793482";"Calculated instant fuel consumption";"0";"L/100km"
"36714.793482";"Distance travelled";"5.48738338238889";"km"
"36714.793482";"Distance travelled (total)";"5.48738338238889";"km"
"36714.793482";"Vehicle acceleration";"-0.416230365672761";"m_sec2"
"36714.793482";"Vehicle speed";"26";"km/h"
"36715.077482";"Engine RPM";"996";"rpm"
"36715.370482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.27734375";"mA"
"36715.370482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.8307008";""
"36715.927482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36715.927482";"Throttle position";"14.5098039215686";"%"
"36716.210482";"Average fuel consumption";"8.45608735250033";"L/100km"
"36716.210482";"Average fuel consumption (total)";"9.48842345343513";"L/100km"
"36716.210482";"Calculated boost";"-0.637189019347465";"bar"
"36716.210482";"Calculated instant fuel rate";"0";"L/h"
"36716.210482";"Fuel used";"0.464017932181391";"L"
"36716.210482";"Fuel used (total)";"0.520666171834489";"L"
"36716.210482";"Fuel used price";"0.468658111503205";"$"
"36716.210482";"Fuel used price (total)";"0.06";"$"
"36716.210482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36716.210482";"MAF air flow rate";"4.17";"g/sec"
"36716.484482";"Average speed";"54.5482671822769";"km/h"
"36716.484482";"Calculated instant fuel consumption";"0";"L/100km"
"36716.484482";"Distance travelled";"5.49725083147222";"km"
"36716.484482";"Distance travelled (total)";"5.49725083147222";"km"
"36716.484482";"Vehicle acceleration";"-0.62245370063639";"m_sec2"
"36716.484482";"Vehicle speed";"21";"km/h"
"36716.769482";"Engine RPM";"1039";"rpm"
"36717.053482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.44921875";"mA"
"36717.053482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.3715904";""
"36717.618482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36717.618482";"Throttle position";"14.1176470588235";"%"
"36717.891482";"Average fuel consumption";"8.45456784275205";"L/100km"
"36717.891482";"Average fuel consumption (total)";"9.48505092219936";"L/100km"
"36717.891482";"Calculated boost";"-0.661455313170143";"bar"
"36717.891482";"Calculated instant fuel rate";"1.60798896913666";"L/h"
"36717.891482";"Fuel used";"0.46476880103307";"L"
"36717.891482";"Fuel used (total)";"0.521417040686168";"L"
"36717.891482";"Fuel used price";"0.469416489043401";"$"
"36717.891482";"Fuel used price (total)";"0.06";"$"
"36717.891482";"Instant engine power (based on fuel consumption)";"4.62685425960999";"hp"
"36717.891482";"MAF air flow rate";"4.36";"g/sec"
"36718.169482";"Average speed";"54.3747093869244";"km/h"
"36718.169482";"Calculated instant fuel consumption";"9.45875864198037";"L/100km"
"36718.169482";"Distance travelled";"5.50520656088889";"km"
"36718.169482";"Distance travelled (total)";"5.50520656088889";"km"
"36718.169482";"Vehicle acceleration";"-0.702059602355952";"m_sec2"
"36718.169482";"Vehicle speed";"17";"km/h"
"36718.455482";"Engine RPM";"855";"rpm"
"36718.749482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.49609375";"mA"
"36718.749482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.2424656";""
"36719.304482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36719.304482";"Throttle position";"14.1176470588235";"%"
"36719.576482";"Average fuel consumption";"8.45530216353177";"L/100km"
"36719.576482";"Average fuel consumption (total)";"9.48429606278977";"L/100km"
"36719.576482";"Calculated boost";"-0.583576320494371";"bar"
"36719.576482";"Calculated instant fuel rate";"1.52311991006408";"L/h"
"36719.576482";"Fuel used";"0.465481849449731";"L"
"36719.576482";"Fuel used (total)";"0.522130089102829";"L"
"36719.576482";"Fuel used price";"0.470136667944229";"$"
"36719.576482";"Fuel used price (total)";"0.06";"$"
"36719.576482";"Instant engine power (based on fuel consumption)";"4.38265061455021";"hp"
"36719.576482";"MAF air flow rate";"4.09";"g/sec"
"36719.851482";"Average speed";"54.184619702865";"km/h"
"36719.851482";"Calculated instant fuel consumption";"11.7163070004929";"L/100km"
"36719.851482";"Distance travelled";"5.51128151072222";"km"
"36719.851482";"Distance travelled (total)";"5.51128151072222";"km"
"36719.851482";"Vehicle acceleration";"-0.742982423279672";"m_sec2"
"36719.851482";"Vehicle speed";"13";"km/h"
"36720.135482";"Engine RPM";"728";"rpm"
"36720.409482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.484375";"mA"
"36720.409482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.2855072";""
"36720.958482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36720.958482";"Throttle position";"14.5098039215686";"%"
"36721.261482";"Average fuel consumption";"8.46057722584114";"L/100km"
"36721.261482";"Average fuel consumption (total)";"9.48843689047428";"L/100km"
"36721.261482";"Calculated boost";"-0.44199348069032";"bar"
"36721.261482";"Calculated instant fuel rate";"1.71863041196717";"L/h"
"36721.261482";"Fuel used";"0.466286228348158";"L"
"36721.261482";"Fuel used (total)";"0.522934468001255";"L"
"36721.261482";"Fuel used price";"0.470949090631639";"$"
"36721.261482";"Fuel used price (total)";"0.06";"$"
"36721.261482";"Instant engine power (based on fuel consumption)";"4.94521579123453";"hp"
"36721.261482";"MAF air flow rate";"4.63";"g/sec"
"36721.535482";"Average speed";"53.9640990341069";"km/h"
"36721.535482";"Calculated instant fuel consumption";"28.6438401994528";"L/100km"
"36721.535482";"Distance travelled";"5.51408733805556";"km"
"36721.535482";"Distance travelled (total)";"5.51408733805556";"km"
"36721.535482";"Vehicle acceleration";"-0.824009871756921";"m_sec2"
"36721.535482";"Vehicle speed";"6";"km/h"
"36721.814482";"Engine RPM";"709";"rpm"
"36722.096482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.38671875";"mA"
"36722.096482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.5437568";""
"36722.652482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36722.652482";"Throttle position";"15.2941176470588";"%"
"36722.935482";"Average fuel consumption";"8.47481796506757";"L/100km"
"36722.935482";"Average fuel consumption (total)";"9.50215460629446";"L/100km"
"36722.935482";"Calculated boost";"-0.248054757655513";"bar"
"36722.935482";"Calculated instant fuel rate";"2.19926434073765";"L/h"
"36722.935482";"Fuel used";"0.467308864335048";"L"
"36722.935482";"Fuel used (total)";"0.523957103988146";"L"
"36722.935482";"Fuel used price";"0.471981952978399";"$"
"36722.935482";"Fuel used price (total)";"0.06";"$"
"36722.935482";"Instant engine power (based on fuel consumption)";"6.32819986844418";"hp"
"36722.935482";"MAF air flow rate";"6.04";"g/sec"
"36724.793482";"Average speed";"53.5079352296328";"km/h"
"36724.793482";"Calculated instant fuel consumption";"109.963217036882";"L/100km"
"36724.793482";"Distance travelled";"5.51589719916667";"km"
"36724.793482";"Distance travelled (total)";"5.51589719916667";"km"
"36724.793482";"Vehicle acceleration";"-0.635246752453437";"m_sec2"
"36724.793482";"Vehicle speed";"2";"km/h"
"36725.077482";"Engine RPM";"824";"rpm"
"36725.356482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.39453125";"mA"
"36725.356482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.5150624";""
"36725.913482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36725.913482";"Throttle position";"18.4313725490196";"%"
"36726.195482";"Average fuel consumption";"8.53074630542326";"L/100km"
"36726.195482";"Average fuel consumption (total)";"9.55774585975969";"L/100km"
"36726.195482";"Calculated boost";"0.0550184978094997";"bar"
"36726.195482";"Calculated instant fuel rate";"3.57591890388073";"L/h"
"36726.195482";"Fuel used";"0.470547196528855";"L"
"36726.195482";"Fuel used (total)";"0.527195436181953";"L"
"36726.195482";"Fuel used price";"0.475252668494144";"$"
"36726.195482";"Fuel used price (total)";"0.06";"$"
"36726.195482";"Instant engine power (based on fuel consumption)";"10.2894086526748";"hp"
"36726.195482";"MAF air flow rate";"9.8";"g/sec"
"36726.479482";"Average speed";"53.3020284258003";"km/h"
"36726.479482";"Calculated instant fuel consumption";"44.6989862985091";"L/100km"
"36726.479482";"Distance travelled";"5.51964555694444";"km"
"36726.479482";"Distance travelled (total)";"5.51964555694444";"km"
"36726.479482";"Vehicle speed";"8";"km/h"
"36726.763482";"Engine RPM";"1444";"rpm"
"36727.047482";"Oxygen sensor 1 Wide Range Current (mA)";"0.0234375";"mA"
"36727.047482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.9067408";""
"36727.595482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36727.595482";"Throttle position";"14.5098039215686";"%"
"36727.871482";"Average fuel consumption";"8.53795123442017";"L/100km"
"36727.871482";"Average fuel consumption (total)";"9.56425335959606";"L/100km"
"36727.871482";"Calculated boost";"-0.74270652891249";"bar"
"36727.871482";"Calculated instant fuel rate";"1.54163959957016";"L/h"
"36727.871482";"Fuel used";"0.471264645964756";"L"
"36727.871482";"Fuel used (total)";"0.527912885617854";"L"
"36727.871482";"Fuel used price";"0.475977292424404";"$"
"36727.871482";"Fuel used price (total)";"0.06";"$"
"36727.871482";"Instant engine power (based on fuel consumption)";"4.43593947779651";"hp"
"36727.871482";"MAF air flow rate";"4.66";"g/sec"
"36728.152482";"Average speed";"53.0996403266024";"km/h"
"36728.152482";"Calculated instant fuel consumption";"19.270494994627";"L/100km"
"36728.152482";"Distance travelled";"5.52336321538889";"km"
"36728.152482";"Distance travelled (total)";"5.52336321538889";"km"
"36728.152482";"Vehicle speed";"8";"km/h"
"36728.435482";"Engine RPM";"1022";"rpm"
"36728.721482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.05859375";"mA"
"36728.721482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.5193664";""
"36729.291482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36729.291482";"Throttle position";"15.2941176470588";"%"
"36729.571482";"Average fuel consumption";"8.54771195643582";"L/100km"
"36729.571482";"Average fuel consumption (total)";"9.57332329945356";"L/100km"
"36729.571482";"Calculated boost";"-0.57521511850513";"bar"
"36729.571482";"Calculated instant fuel rate";"1.81373249009974";"L/h"
"36729.571482";"Fuel used";"0.472121177959174";"L"
"36729.571482";"Fuel used (total)";"0.528769417612272";"L"
"36729.571482";"Fuel used price";"0.476842389738766";"$"
"36729.571482";"Fuel used price (total)";"0.06";"$"
"36729.571482";"Instant engine power (based on fuel consumption)";"5.21886409588782";"hp"
"36729.571482";"MAF air flow rate";"5.34";"g/sec"
"36729.847482";"Average speed";"52.8782782771578";"km/h"
"36729.847482";"Calculated instant fuel consumption";"45.3433122524934";"L/100km"
"36729.847482";"Distance travelled";"5.52524755016667";"km"
"36729.847482";"Distance travelled (total)";"5.52524755016667";"km"
"36729.847482";"Vehicle speed";"4";"km/h"
"36730.134482";"Engine RPM";"775";"rpm"
"36730.421482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.01171875";"mA"
"36730.421482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.70588";""
"36730.975482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36730.975482";"Throttle position";"14.9019607843137";"%"
"36731.248482";"Average fuel consumption";"8.56062879580603";"L/100km"
"36731.248482";"Average fuel consumption (total)";"9.58589036352328";"L/100km"
"36731.248482";"Calculated boost";"-0.364215351376938";"bar"
"36731.248482";"Calculated instant fuel rate";"1.87791810868608";"L/h"
"36731.248482";"Fuel used";"0.472995932819135";"L"
"36731.248482";"Fuel used (total)";"0.529644172472232";"L"
"36731.248482";"Fuel used price";"0.477725892147326";"$"
"36731.248482";"Fuel used price (total)";"0.06";"$"
"36731.248482";"Instant engine power (based on fuel consumption)";"5.40355286456846";"hp"
"36731.248482";"MAF air flow rate";"5.6";"g/sec"
"36731.526482";"Average speed";"52.6479175880671";"km/h"
"36731.526482";"Calculated instant fuel consumption";"187.791810868608";"L/100km"
"36731.526482";"Distance travelled";"5.52571359822222";"km"
"36731.526482";"Distance travelled (total)";"5.52571359822222";"km"
"36731.526482";"Vehicle acceleration";"-0.0412535104901646";"m_sec2"
"36731.526482";"Vehicle speed";"1";"km/h"
"36731.800482";"Engine RPM";"723";"rpm"
"36732.077482";"Oxygen sensor 1 Wide Range Current (mA)";"0.05078125";"mA"
"36732.077482";"Oxygen sensor 1 Wide Range Equivalence ratio";"15.0789072";""
